serial 	1.108529	3.141593	1
par1 	.296142	3.141593	3.743234
par2 	.288042	3.141593	3.848497
par3 	.202799	3.141593	5.466146
par4 	.202007	3.141593	5.487577
par5 	.201848	3.141593	5.491899
par6 	.291414	3.141593	3.803966
par7 	.218878	3.141593	5.064597
