1	0.002359	0.004877
2	0.002551	0.000932
3	0.002607	0.001685
4	0.002398	0.001308
5	0.002381	0.002302
6	0.002397	0.002342
7	0.002523	0.001011
8	0.002431	0.002636
9	0.002352	0.003671
10	0.002383	0.000918
11	0.002464	0.000879
12	0.002329	0.004214
13	0.002354	0.000917
14	0.002360	0.001228
15	0.002411	0.000886
16	0.002526	0.004478
17	0.002335	0.001409
18	0.002379	0.000889
19	0.002342	0.000877
20	0.002308	0.000922
21	0.002396	0.000970
22	0.002447	0.000925
23	0.002331	0.004411
24	0.002465	0.001645
25	0.002468	0.001541
26	0.002328	0.000924
27	0.002355	0.002743
28	0.002348	0.000900
29	0.002511	0.000934
30	0.002382	0.000959
31	0.002326	0.000872
32	0.002698	0.000914
33	0.002353	0.001916
34	0.002334	0.001120
35	0.003666	0.000875
36	0.002355	0.000958
37	0.002326	0.001013
38	0.002340	0.000898
39	0.002373	0.000926
40	0.002374	0.000878
41	0.002391	0.000978
42	0.002338	0.000937
43	0.002467	0.001051
44	0.002317	0.000893
45	0.002475	0.000944
46	0.002350	0.002924
47	0.002316	0.000902
48	0.002466	0.000934
49	0.002352	0.000991
50	0.002349	0.000945
51	0.002444	0.001109
52	0.002344	0.000990
53	0.002326	0.003233
54	0.002408	0.001423
55	0.003535	0.001027
56	0.002370	0.000907
57	0.002355	0.001104
58	0.002703	0.002178
59	0.002550	0.001290
60	0.002322	0.001190
61	0.002370	0.000898
62	0.002463	0.000911
63	0.002333	0.001140
64	0.002586	0.001005
65	0.002327	0.000875
66	0.002442	0.001297
67	0.002421	0.001138
68	0.002365	0.000908
69	0.002505	0.000913
70	0.002448	0.001421
71	0.002320	0.001014
72	0.002532	0.000932
73	0.002325	0.001072
74	0.002331	0.000948
75	0.002433	0.000922
76	0.002333	0.001260
77	0.002344	0.000973
78	0.002358	0.000938
79	0.002355	0.001441
80	0.002635	0.001120
81	0.002362	0.000948
82	0.002334	0.000917
83	0.002883	0.000965
84	0.002426	0.003302
85	0.002364	0.001352
86	0.002358	0.000922
87	0.002543	0.000958
88	0.002371	0.004559
89	0.002332	0.000947
90	0.002422	0.000894
91	0.002502	0.001357
92	0.002341	0.000936
93	0.002324	0.001016
94	0.002360	0.001079
95	0.002344	0.001049
96	0.002348	0.000894
97	0.002473	0.001293
98	0.002341	0.004185
99	0.002581	0.002108
100	0.002403	0.001083
