6144	257,854,831	30,663,261	218,042,486	30,663,265
6400	279,789,027	33,271,456	236,589,834	33,271,460
6656	302,618,553	35,986,159	255,894,272	35,986,163
6912	326,343,293	38,807,274	275,955,684	38,807,278
7168	350,963,335	41,734,862	296,774,158	41,734,866
