6144	49,976,983	8,507,474	11,970,303	8,507,476
6400	54,121,475	9,206,171	12,881,525	9,206,173
6656	58,662,410	9,931,589	14,057,392	9,931,591
6912	63,255,205	10,794,253	15,153,129	10,794,255
7168	68,021,443	11,579,135	16,290,107	11,579,137
