6144	113,787,412	19,011,025	75,006,875	19,011,030
6400	123,466,214	20,628,068	81,386,621	20,628,073
6656	133,540,062	22,311,134	88,026,757	22,311,139
6912	144,008,944	24,060,185	94,927,271	24,060,190
7168	154,872,881	25,875,238	102,088,184	25,875,243
