6144	57,401,341	12,248,563	19,136,708	12,248,565
6400	62,173,102	13,341,208	20,653,383	13,341,210
6656	67,365,274	14,374,739	22,457,457	14,374,741
6912	72,526,972	15,556,630	24,098,341	15,556,632
7168	78,126,240	16,670,974	26,043,783	16,670,976
